huc8,name,areaacres,states,region,et_ssebop,et_fano,etr,precip,rf,et_wb,et_ssebop_filter,et_fano_filter,et_wb_filter
1060003,Piscataqua-Salmon Falls,1105883.52,"MA,ME,NH",Northeast,784.0870395,814.1098846,1151.143507,nan,855.5,nan,784.0870395,814.1098846,nan
1070006,Merrimack River,1152254.43,"MA,NH",Northeast,707.4920932,785.2873987,1134.261781,1266.857255,0,1266.857255,707.4920932,785.2873987,nan
9020311,Middle Red,1575944.88,"CN,MN,ND",Midwest,481.0865709,408.6231033,963.5718121,nan,213.708114,nan,481.0865709,408.6231033,nan
1050002,Maine Coastal,3083382.5,ME,Northeast,653.2064823,752.9075475,1042.647768,nan,1094.268272,nan,653.2064823,752.9075475,nan
1050003,St. George-Sheepscot,876271.98,ME,Northeast,664.3787833,774.503822,1058.235307,nan,970.9,nan,664.3787833,774.503822,nan
1060001,Presumpscot,911390.01,ME,Northeast,683.4017109,769.7359379,1093.728469,nan,968.2,nan,683.4017109,769.7359379,nan
7010207,Rum,1014368.11,MN,Midwest,681.0889292,658.0570924,1026.665217,672.4174172,141.1,531.3174172,nan,658.0570924,531.3174172
7010201,Platte-Spunk,656031.9,MN,Midwest,652.1922308,606.5954275,1067.791433,730.9983695,149.4,581.5983695,652.1922308,606.5954275,581.5983695
7030004,Snake,644050.2,MN,Midwest,660.4141311,637.9156584,1004.4624,722.3130383,205.6204678,516.6925704,660.4141311,637.9156584,516.6925704
7010206,Twin Cities,644770.1,MN,Midwest,605.0592618,562.9768702,1080.236737,585.6360333,63.51666667,522.1193667,nan,562.9768702,522.1193667
7010202,Sauk,667403.09,MN,Midwest,630.4808803,579.1764389,1064.130049,732.5571289,181.5,551.0571289,630.4808803,579.1764389,551.0571289
10060001,Prairie Elk-Wolf,1295906.4,MT,Great Plains,237.6080913,254.1126352,1228.59273,331.6791739,24.4,307.2791739,237.6080913,254.1126352,307.2791739
10060002,Redwater,1353606.49,MT,Great Plains,242.5353857,256.8645254,1316.678328,361.1204836,23.6,337.5204836,242.5353857,256.8645254,337.5204836
10040104,Fort Peck Reservoir,3360596.81,MT,Great Plains,279.3598293,345.5628909,1351.647878,341.2860423,21.3952381,319.8908042,279.3598293,nan,319.8908042
10050012,Lower Milk,963167.31,MT,Great Plains,177.7997662,191.1390146,1236.733447,269.8246314,4.8,265.0246314,177.7997662,191.1390146,265.0246314
10050009,Peoples,454656.91,MT,Great Plains,317.5092999,392.0549888,1287.205614,363.3915728,12.4,350.9915728,317.5092999,nan,350.9915728
10030203,Marias,2363839.91,MT,Great Plains,273.8139097,235.1245964,1306.478743,274.8266474,39.7,235.1266474,273.8139097,235.1245964,235.1266474
10070003,Shields,546571.6,MT,Great Plains,438.5654911,441.4155251,1116.218943,608.480732,115.5,492.980732,438.5654911,441.4155251,492.980732
10020005,Jefferson,831916.25,MT,Great Plains,365.8225237,376.3001364,1124.845837,457.4021867,97.72901786,359.6731689,365.8225237,376.3001364,359.6731689
10070008,Pryor,390831.06,MT,Great Plains,397.6045359,427.3310855,1364.471348,407.3955859,73.6,333.7955859,397.6045359,nan,333.7955859
2020001,Upper Hudson,1064814.27,NY,Northeast,605.4334442,683.2016098,930.2461762,1268.112572,685.8,nan,605.4334442,683.2016098,nan
